graph,nodes,edges,min_cut,edges_to_remove,solutions_tested,basic_operations,time_elapsed
Graph_20_24_3,20,24,4,"{(4, 8), (6, 19), (1, 3), (0, 16)}",40,712,0.0
Graph_20_24_4,20,24,1,"{(14, 17)}",60,1078,0.0
Graph_20_48_0,20,48,1,"{(11, 17)}",60,1366,0.0
Graph_20_48_1,20,48,4,"{(4, 12), (4, 11), (0, 4), (4, 14)}",60,1366,0.0
Graph_20_48_2,20,48,3,"{(6, 8), (6, 9), (6, 15)}",40,904,0.0
Graph_20_48_3,20,48,3,"{(4, 18), (15, 18), (2, 18)}",40,904,0.0
Graph_20_48_4,20,48,2,"{(13, 17), (5, 13)}",40,904,0.0
Graph_20_96_0,20,96,7,"{(6, 14), (6, 17), (2, 6), (5, 6), (6, 16), (1, 6), (6, 9)}",40,1288,0.0
Graph_20_96_1,20,96,6,"{(2, 4), (2, 13), (2, 19), (2, 9), (2, 5), (2, 11)}",40,1288,0.0
Graph_20_96_2,20,96,5,"{(4, 9), (9, 15), (9, 18), (9, 17), (1, 9)}",40,1288,0.0
Graph_20_96_3,20,96,5,"{(4, 19), (11, 19), (0, 19), (17, 19), (7, 19)}",40,1288,0.0
Graph_20_96_4,20,96,6,"{(0, 13), (11, 13), (8, 13), (3, 13), (6, 13), (13, 15)}",40,1288,0.0
Graph_20_143_0,20,143,12,"{(1, 18), (16, 18), (14, 18), (18, 19), (11, 18), (9, 18), (13, 18), (0, 18), (3, 18), (17, 18), (15, 18), (5, 18)}",40,1664,0.0
Graph_20_143_1,20,143,11,"{(6, 12), (6, 18), (6, 11), (4, 6), (6, 14), (6, 17), (0, 6), (6, 7), (6, 13), (6, 16), (6, 19)}",40,1664,0.0
Graph_20_143_2,20,143,12,"{(0, 1), (1, 12), (1, 18), (1, 2), (1, 5), (1, 11), (1, 14), (1, 17), (1, 13), (1, 10), (1, 19), (1, 3)}",40,1664,0.0
Graph_20_143_3,20,143,12,"{(13, 14), (4, 13), (0, 13), (11, 13), (12, 13), (10, 13), (5, 13), (8, 13), (13, 19), (6, 13), (13, 18), (13, 15)}",40,1664,0.0
Graph_20_143_4,20,143,11,"{(3, 8), (3, 14), (3, 4), (3, 17), (3, 7), (0, 3), (3, 15), (2, 3), (3, 9), (1, 3), (3, 5)}",40,1664,0.0
Graph_20_190_0,20,190,19,"{(12, 19), (3, 19), (14, 19), (5, 19), (16, 19), (18, 19), (7, 19), (9, 19), (0, 19), (11, 19), (2, 19), (13, 19), (15, 19), (6, 19), (4, 19), (17, 19), (8, 19), (10, 19), (1, 19)}",40,2040,0.0
Graph_21_27_0,21,27,1,"{(6, 16)}",84,1587,0.0
Graph_21_27_1,21,27,1,"{(2, 12)}",42,783,0.0
Graph_21_27_2,21,27,1,"{(3, 9)}",84,1587,0.015703678131103516
Graph_21_27_3,21,27,1,"{(8, 10)}",63,1185,0.0
Graph_21_27_4,21,27,1,"{(8, 20)}",42,783,0.0
Graph_21_53_0,21,53,3,"{(11, 13), (1, 13), (7, 13)}",63,1497,0.0
Graph_21_53_1,21,53,3,"{(0, 1), (1, 12), (1, 18)}",42,991,0.0
Graph_21_53_2,21,53,2,"{(2, 5), (5, 16)}",84,2003,0.0
Graph_21_53_3,21,53,4,"{(2, 3), (3, 4), (3, 5), (3, 11)}",42,991,0.0
Graph_21_53_4,21,53,2,"{(4, 14), (7, 14)}",84,2003,0.0
Graph_21_106_0,21,106,7,"{(5, 15), (5, 13), (5, 10), (5, 6), (0, 5), (2, 5), (5, 12)}",42,1415,0.0
Graph_21_106_1,21,106,6,"{(6, 13), (2, 6), (6, 10), (6, 16), (6, 19), (6, 9)}",42,1415,0.0
Graph_21_106_2,21,106,6,"{(5, 11), (5, 17), (5, 20), (5, 10), (5, 16), (2, 5)}",42,1415,0.0
Graph_21_106_3,21,106,6,"{(5, 8), (8, 10), (8, 16), (4, 8), (8, 12), (2, 8)}",42,1415,0.0
Graph_21_106_4,21,106,8,"{(5, 11), (11, 16), (11, 14), (9, 11), (4, 11), (7, 11), (8, 11), (3, 11)}",42,1415,0.0
Graph_21_158_0,21,158,12,"{(9, 16), (16, 20), (12, 16), (2, 16), (13, 16), (3, 16), (14, 16), (15, 16), (10, 16), (6, 16), (16, 18), (16, 17)}",42,1831,0.0
Graph_21_158_1,21,158,10,"{(5, 8), (1, 5), (5, 7), (5, 13), (5, 20), (4, 5), (5, 6), (0, 5), (5, 9), (5, 12)}",42,1831,0.0
Graph_21_158_2,21,158,13,"{(6, 18), (1, 18), (11, 18), (9, 18), (8, 18), (2, 18), (0, 18), (3, 18), (17, 18), (12, 18), (15, 18), (10, 18), (5, 18)}",42,1831,0.0
Graph_21_158_3,21,158,12,"{(10, 11), (11, 20), (11, 16), (3, 11), (6, 11), (11, 13), (11, 19), (8, 11), (4, 11), (7, 11), (0, 11), (11, 17)}",42,1831,0.002009153366088867
Graph_21_158_4,21,158,12,"{(9, 10), (9, 16), (9, 19), (4, 9), (9, 12), (2, 9), (8, 9), (9, 14), (9, 11), (9, 17), (6, 9), (9, 20)}",42,1831,0.0
Graph_21_210_0,21,210,20,"{(12, 19), (3, 19), (14, 19), (5, 19), (16, 19), (7, 19), (18, 19), (9, 19), (11, 19), (0, 19), (19, 20), (2, 19), (13, 19), (15, 19), (6, 19), (4, 19), (17, 19), (8, 19), (10, 19), (1, 19)}",42,2247,0.0009288787841796875
Graph_22_29_0,22,29,1,"{(4, 12)}",88,1718,0.0
Graph_22_29_1,22,29,1,"{(3, 21)}",44,848,0.0
Graph_22_29_2,22,29,2,"{(2, 14), (7, 15)}",44,848,0.0
Graph_22_29_3,22,29,1,"{(2, 9)}",44,848,0.0
Graph_22_29_4,22,29,1,"{(1, 8)}",88,1718,0.0
Graph_22_58_0,22,58,1,"{(8, 11)}",88,2182,0.0
Graph_22_58_1,22,58,2,"{(1, 13), (10, 13)}",44,1080,0.0
Graph_22_58_2,22,58,2,"{(17, 19), (17, 21)}",66,1631,0.0
Graph_22_58_3,22,58,2,"{(11, 13), (11, 19)}",44,1080,0.0
Graph_22_58_4,22,58,2,"{(9, 11), (5, 9)}",66,1631,0.0
Graph_22_116_0,22,116,8,"{(6, 18), (16, 18), (18, 20), (2, 18), (13, 18), (11, 18), (17, 18), (10, 18)}",44,1544,0.002017498016357422
Graph_22_116_1,22,116,7,"{(6, 21), (6, 11), (6, 17), (2, 6), (5, 6), (6, 16), (6, 9)}",44,1544,0.0
Graph_22_116_2,22,116,7,"{(2, 14), (3, 14), (14, 17), (6, 14), (4, 14), (11, 14), (7, 14)}",44,1544,0.0
Graph_22_116_3,22,116,9,"{(0, 20), (0, 4), (0, 13), (0, 19), (0, 9), (0, 2), (0, 8), (0, 11), (0, 17)}",66,2327,0.0
Graph_22_116_4,22,116,7,"{(0, 7), (7, 17), (3, 7), (7, 10), (7, 13), (7, 19), (7, 14)}",44,1544,0.0
Graph_22_174_0,22,174,13,"{(0, 1), (0, 7), (0, 10), (0, 13), (0, 3), (0, 9), (0, 6), (0, 12), (0, 2), (0, 21), (0, 5), (0, 8), (0, 11)}",44,2008,0.0
Graph_22_174_1,22,174,12,"{(16, 20), (11, 20), (17, 20), (7, 20), (2, 20), (13, 20), (8, 20), (14, 20), (18, 20), (15, 20), (9, 20), (20, 21)}",44,2008,0.0
Graph_22_174_2,22,174,12,"{(4, 19), (19, 20), (11, 19), (17, 19), (7, 19), (2, 19), (8, 19), (3, 19), (14, 19), (15, 19), (10, 19), (5, 19)}",44,2008,0.0
Graph_22_174_3,22,174,13,"{(10, 15), (15, 21), (6, 15), (1, 15), (9, 15), (4, 15), (15, 16), (15, 18), (15, 19), (12, 15), (7, 15), (2, 15), (3, 15)}",44,2008,0.0
Graph_22_174_4,22,174,10,"{(10, 21), (5, 21), (9, 21), (4, 21), (0, 21), (11, 21), (17, 21), (12, 21), (8, 21), (14, 21)}",66,3023,0.0
Graph_22_231_0,22,231,21,"{(15, 21), (6, 21), (4, 21), (17, 21), (8, 21), (19, 21), (10, 21), (1, 21), (12, 21), (3, 21), (14, 21), (5, 21), (16, 21), (7, 21), (18, 21), (20, 21), (9, 21), (0, 21), (11, 21), (2, 21), (13, 21)}",44,2464,0.0
Graph_23_32_0,23,32,1,"{(3, 14)}",46,923,0.0
Graph_23_32_1,23,32,1,"{(13, 15)}",46,923,0.0
Graph_23_32_2,23,32,1,"{(3, 4)}",92,1869,0.0
Graph_23_32_3,23,32,1,"{(6, 15)}",46,923,0.0
Graph_23_32_4,23,32,1,"{(0, 22)}",92,1869,0.0
Graph_23_64_0,23,64,1,"{(16, 20)}",46,1179,0.0
Graph_23_64_1,23,64,2,"{(1, 13), (10, 13)}",69,1780,0.0
Graph_23_64_2,23,64,3,"{(4, 17), (7, 17), (17, 21)}",69,1780,0.0
Graph_23_64_3,23,64,3,"{(9, 16), (13, 16), (6, 16)}",92,2381,0.0010461807250976562
Graph_23_64_4,23,64,1,"{(5, 9)}",46,1179,0.0
Graph_23_127_0,23,127,6,"{(2, 4), (3, 4), (4, 22), (4, 21), (4, 8), (4, 14)}",69,2536,0.015894651412963867
Graph_23_127_1,23,127,7,"{(9, 16), (16, 20), (12, 16), (15, 16), (5, 16), (16, 21), (6, 16)}",92,3389,0.0
Graph_23_127_2,23,127,6,"{(4, 22), (17, 22), (13, 22), (8, 22), (20, 22), (5, 22)}",46,1683,0.0
Graph_23_127_3,23,127,7,"{(5, 17), (5, 13), (5, 20), (5, 10), (5, 6), (5, 12), (3, 5)}",46,1683,0.0
Graph_23_127_4,23,127,7,"{(5, 15), (6, 15), (1, 15), (15, 17), (7, 15), (2, 15), (15, 18)}",69,2536,0.0
Graph_23_190_0,23,190,14,"{(6, 18), (6, 15), (6, 21), (6, 11), (6, 8), (6, 14), (0, 6), (6, 17), (2, 6), (5, 6), (3, 6), (6, 19), (6, 9), (6, 22)}",46,2187,0.0
Graph_23_190_1,23,190,13,"{(9, 19), (16, 19), (19, 20), (0, 19), (11, 19), (12, 19), (7, 19), (14, 19), (15, 19), (10, 19), (19, 22), (6, 19), (19, 21)}",46,2187,0.0
Graph_23_190_2,23,190,12,"{(10, 21), (5, 21), (6, 21), (9, 21), (4, 21), (16, 21), (0, 21), (11, 21), (14, 21), (13, 21), (8, 21), (3, 21)}",92,4397,0.0
Graph_23_190_3,23,190,14,"{(3, 8), (3, 14), (3, 4), (3, 7), (0, 3), (3, 20), (3, 15), (3, 16), (2, 3), (3, 9), (3, 6), (3, 18), (1, 3), (3, 5)}",46,2187,0.0
Graph_23_190_4,23,190,12,"{(13, 14), (9, 13), (4, 13), (11, 13), (13, 20), (7, 13), (10, 13), (13, 19), (3, 13), (1, 13), (13, 22), (13, 15)}",46,2187,0.0
Graph_23_253_0,23,253,22,"{(15, 21), (6, 21), (21, 22), (4, 21), (17, 21), (8, 21), (19, 21), (10, 21), (1, 21), (12, 21), (14, 21), (3, 21), (5, 21), (16, 21), (7, 21), (18, 21), (20, 21), (9, 21), (0, 21), (11, 21), (2, 21), (13, 21)}",46,2691,0.0
Graph_24_35_0,24,35,1,"{(12, 16)}",72,1512,0.0
Graph_24_35_1,24,35,1,"{(7, 16)}",48,1000,0.0
Graph_24_35_2,24,35,1,"{(19, 21)}",72,1512,0.0
Graph_24_35_3,24,35,1,"{(3, 8)}",72,1512,0.0
Graph_24_35_4,24,35,1,"{(16, 18)}",72,1512,0.0
Graph_24_70_0,24,70,1,"{(8, 11)}",48,1280,0.0
Graph_24_70_1,24,70,3,"{(8, 13), (13, 23), (10, 13)}",72,1932,0.0
Graph_24_70_2,24,70,3,"{(17, 18), (13, 17), (17, 21)}",48,1280,0.0
Graph_24_70_3,24,70,3,"{(6, 7), (6, 10), (6, 16)}",48,1280,0.0
Graph_24_70_4,24,70,2,"{(0, 13), (1, 13)}",72,1932,0.0
Graph_24_139_0,24,139,8,"{(5, 8), (5, 17), (4, 5), (5, 6), (5, 19), (2, 5), (5, 12), (5, 18)}",48,1832,0.0
Graph_24_139_1,24,139,8,"{(6, 15), (6, 21), (6, 13), (5, 6), (6, 10), (6, 16), (6, 9), (6, 22)}",72,2760,0.0
Graph_24_139_2,24,139,4,"{(18, 19), (19, 21), (17, 19), (10, 19)}",48,1832,0.0
Graph_24_139_3,24,139,7,"{(3, 14), (14, 20), (1, 14), (14, 19), (4, 14), (11, 14), (7, 14)}",48,1832,0.0
Graph_24_139_4,24,139,9,"{(2, 4), (2, 23), (2, 7), (2, 20), (2, 19), (2, 9), (2, 22), (2, 6), (2, 21)}",48,1832,0.0
Graph_24_208_0,24,208,14,"{(2, 4), (4, 23), (3, 4), (4, 13), (4, 9), (4, 22), (1, 4), (4, 15), (4, 21), (4, 5), (4, 8), (4, 14), (4, 11), (4, 7)}",48,2384,0.0
Graph_24_208_1,24,208,14,"{(9, 19), (4, 19), (19, 23), (16, 19), (0, 19), (11, 19), (12, 19), (7, 19), (13, 19), (14, 19), (19, 22), (10, 19), (6, 19), (19, 21)}",48,2384,0.0
Graph_24_208_2,24,208,13,"{(2, 14), (2, 4), (2, 23), (2, 7), (2, 20), (2, 10), (2, 16), (2, 13), (2, 19), (2, 9), (2, 22), (2, 6), (2, 21)}",72,3588,0.0
Graph_24_208_3,24,208,14,"{(3, 8), (3, 14), (3, 4), (3, 23), (3, 7), (3, 20), (3, 15), (3, 16), (2, 3), (3, 13), (3, 22), (3, 12), (1, 3), (3, 5)}",48,2384,0.0
Graph_24_208_4,24,208,14,"{(0, 1), (0, 7), (0, 23), (0, 20), (0, 10), (0, 16), (0, 13), (0, 19), (0, 3), (0, 9), (0, 22), (0, 12), (0, 18), (0, 8)}",48,2384,0.0
Graph_24_276_0,24,276,23,"{(7, 23), (18, 23), (20, 23), (22, 23), (0, 23), (11, 23), (9, 23), (2, 23), (13, 23), (15, 23), (6, 23), (17, 23), (4, 23), (8, 23), (19, 23), (10, 23), (1, 23), (21, 23), (12, 23), (14, 23), (3, 23), (5, 23), (16, 23)}",48,2928,0.0
