graph,nodes,edges,min_cut,edges_to_remove,solutions_tested,basic_operations,time_elapsed
Graph_6_12_0,6,12,3,"{(4, 5), (0, 4), (3, 4)}",3,42,0.0
Graph_6_15_0,6,15,5,"{(0, 1), (0, 4), (0, 3), (0, 2), (0, 5)}",5,75,0.0
Graph_7_6_0,7,6,1,"{(1, 6)}",1,15,0.0
Graph_7_11_0,7,11,2,"{(0, 4), (0, 5)}",2,31,0.0
Graph_7_16_0,7,16,3,"{(4, 5), (0, 4), (3, 4)}",3,48,0.0
Graph_7_21_0,7,21,6,"{(0, 1), (0, 4), (0, 3), (0, 6), (0, 2), (0, 5)}",6,105,0.006028890609741211
Graph_8_7_0,8,7,1,"{(2, 3)}",1,17,0.0
Graph_8_7_1,8,7,1,"{(1, 5)}",1,17,0.0
Graph_8_7_2,8,7,1,"{(1, 5)}",1,17,0.0
Graph_8_7_3,8,7,1,"{(1, 5)}",1,17,0.0006830692291259766
Graph_8_7_4,8,7,1,"{(0, 5)}",1,17,0.0
Graph_8_8_0,8,8,1,"{(0, 6)}",1,17,0.0
Graph_8_8_1,8,8,1,"{(2, 3)}",1,17,0.0
Graph_8_8_2,8,8,1,"{(0, 2)}",1,17,0.0
Graph_8_8_3,8,8,1,"{(1, 2)}",1,17,0.0
Graph_8_8_4,8,8,1,"{(3, 5)}",1,17,0.0
Graph_8_15_0,8,15,1,"{(2, 5)}",1,17,0.0
Graph_8_15_1,8,15,3,"{(0, 1), (0, 2), (0, 6)}",3,54,0.0
Graph_8_15_2,8,15,2,"{(2, 5), (2, 6)}",2,35,0.0
Graph_8_15_3,8,15,1,"{(3, 5)}",1,17,0.0
Graph_8_15_4,8,15,2,"{(1, 7), (2, 7)}",2,35,0.0
Graph_8_22_0,8,22,3,"{(0, 3), (1, 3), (3, 6)}",3,54,0.0
Graph_8_22_1,8,22,4,"{(2, 4), (1, 2), (2, 5), (2, 6)}",4,74,0.0
Graph_8_22_2,8,22,4,"{(2, 3), (0, 3), (1, 3), (3, 5)}",4,74,0.0
Graph_8_22_3,8,22,4,"{(0, 1), (0, 3), (0, 4), (0, 6)}",4,74,0.0007243156433105469
Graph_8_22_4,8,22,4,"{(1, 2), (2, 5), (2, 6), (2, 7)}",4,74,0.0
Graph_8_28_0,8,28,7,"{(0, 1), (0, 7), (0, 4), (0, 3), (0, 6), (0, 2), (0, 5)}",7,140,0.0
Graph_9_8_0,9,8,1,"{(0, 8)}",1,19,0.0
Graph_9_8_1,9,8,1,"{(1, 4)}",1,19,0.0
Graph_9_8_2,9,8,1,"{(1, 2)}",1,19,0.0
Graph_9_8_3,9,8,1,"{(0, 5)}",1,19,0.0
Graph_9_8_4,9,8,1,"{(0, 1)}",1,19,0.0
Graph_9_10_0,9,10,1,"{(0, 8)}",1,19,0.0
Graph_9_10_1,9,10,1,"{(1, 2)}",1,19,0.0
Graph_9_10_2,9,10,1,"{(2, 8)}",1,19,0.0
Graph_9_10_3,9,10,1,"{(1, 6)}",1,19,0.0
Graph_9_10_4,9,10,1,"{(0, 6)}",1,19,0.0
Graph_9_19_0,9,19,2,"{(5, 6), (0, 5)}",2,39,0.0
Graph_9_19_1,9,19,2,"{(0, 3), (0, 6)}",2,39,0.0
Graph_9_19_2,9,19,2,"{(2, 5), (2, 8)}",2,39,0.0
Graph_9_19_3,9,19,2,"{(2, 3), (1, 3)}",2,39,0.0
Graph_9_19_4,9,19,2,"{(0, 3), (0, 5)}",2,39,0.0
Graph_9_28_0,9,28,4,"{(2, 3), (3, 7), (1, 3), (3, 6)}",4,82,0.0
Graph_9_28_1,9,28,4,"{(2, 4), (1, 2), (2, 6), (0, 2)}",4,82,0.0
Graph_9_28_2,9,28,4,"{(1, 6), (1, 7), (1, 8), (1, 3)}",4,82,0.0
Graph_9_28_3,9,28,5,"{(0, 1), (0, 4), (0, 3), (0, 2), (0, 5)}",5,105,0.0
Graph_9_28_4,9,28,4,"{(1, 6), (1, 2), (1, 3), (1, 5)}",4,82,0.0
Graph_9_36_0,9,36,8,"{(0, 1), (0, 7), (0, 4), (0, 3), (0, 6), (0, 2), (0, 5), (0, 8)}",8,180,0.0
Graph_10_9_0,10,9,1,"{(4, 6)}",1,21,0.0
Graph_10_9_1,10,9,1,"{(1, 7)}",1,21,0.0
Graph_10_9_2,10,9,1,"{(0, 9)}",1,21,0.0
Graph_10_9_3,10,9,1,"{(1, 3)}",1,21,0.0
Graph_10_9_4,10,9,1,"{(0, 9)}",1,21,0.0
Graph_10_12_0,10,12,1,"{(1, 9)}",1,21,0.0
Graph_10_12_1,10,12,1,"{(2, 3)}",1,21,0.0
Graph_10_12_2,10,12,1,"{(1, 6)}",1,21,0.0
Graph_10_12_3,10,12,1,"{(0, 6)}",1,21,0.0
Graph_10_12_4,10,12,1,"{(0, 8)}",1,21,0.0
Graph_10_23_0,10,23,2,"{(2, 5), (5, 6)}",2,43,0.0
Graph_10_23_1,10,23,3,"{(0, 3), (0, 9), (0, 6)}",3,66,0.0
Graph_10_23_2,10,23,3,"{(6, 7), (6, 8), (4, 6)}",3,66,0.0
Graph_10_23_3,10,23,2,"{(0, 8), (8, 9)}",2,43,0.0
Graph_10_23_4,10,23,2,"{(3, 7), (3, 4)}",2,43,0.0
Graph_10_34_0,10,34,5,"{(0, 1), (0, 4), (0, 3), (0, 6), (0, 8)}",5,115,0.0
Graph_10_34_1,10,34,5,"{(6, 8), (4, 6), (0, 6), (6, 7), (5, 6)}",5,115,0.0
Graph_10_34_2,10,34,5,"{(0, 1), (0, 4), (0, 3), (0, 6), (0, 2)}",5,115,0.0
Graph_10_34_3,10,34,5,"{(1, 2), (1, 5), (1, 4), (1, 7), (1, 3)}",5,115,0.0
Graph_10_34_4,10,34,6,"{(1, 2), (1, 5), (1, 8), (1, 7), (1, 6), (1, 9)}",6,141,0.0
Graph_10_45_0,10,45,9,"{(0, 1), (0, 7), (0, 4), (0, 3), (0, 9), (0, 6), (0, 2), (0, 5), (0, 8)}",9,225,0.0
Graph_11_10_0,11,10,1,"{(0, 2)}",1,23,0.0
Graph_11_10_1,11,10,1,"{(0, 4)}",1,23,0.0
Graph_11_10_2,11,10,1,"{(0, 9)}",1,23,0.0
Graph_11_10_3,11,10,1,"{(3, 6)}",1,23,0.0
Graph_11_10_4,11,10,1,"{(2, 5)}",1,23,0.0
Graph_11_14_0,11,14,1,"{(0, 10)}",1,23,0.0
Graph_11_14_1,11,14,1,"{(2, 8)}",1,23,0.0
Graph_11_14_2,11,14,1,"{(2, 3)}",1,23,0.0
Graph_11_14_3,11,14,1,"{(4, 5)}",1,23,0.0
Graph_11_14_4,11,14,1,"{(1, 6)}",1,23,0.0
Graph_11_28_0,11,28,2,"{(1, 3), (3, 10)}",2,47,0.0
Graph_11_28_1,11,28,3,"{(2, 3), (2, 6), (2, 7)}",3,72,0.0
Graph_11_28_2,11,28,3,"{(0, 10), (8, 10), (6, 10)}",3,72,0.0
Graph_11_28_3,11,28,3,"{(1, 6), (1, 3), (1, 10)}",3,72,0.0
Graph_11_28_4,11,28,3,"{(6, 8), (8, 10), (4, 8)}",3,72,0.0
Graph_11_42_0,11,42,4,"{(2, 3), (3, 7), (1, 3), (3, 10)}",4,98,0.0
Graph_11_42_1,11,42,6,"{(2, 4), (2, 7), (2, 10), (2, 3), (0, 2), (2, 6)}",6,153,0.0
Graph_11_42_2,11,42,6,"{(3, 8), (3, 4), (3, 7), (0, 3), (3, 10), (2, 3)}",6,153,0.0
Graph_11_42_3,11,42,6,"{(1, 2), (1, 5), (1, 10), (1, 6), (1, 3), (1, 9)}",6,153,0.0
Graph_11_42_4,11,42,5,"{(6, 8), (0, 6), (6, 7), (3, 6), (6, 9)}",5,125,0.0
Graph_11_55_0,11,55,10,"{(0, 1), (0, 7), (0, 4), (0, 10), (0, 3), (0, 9), (0, 6), (0, 2), (0, 5), (0, 8)}",10,275,0.0
Graph_12_11_0,12,11,1,"{(3, 4)}",1,25,0.0
Graph_12_11_1,12,11,1,"{(2, 7)}",1,25,0.0
Graph_12_11_2,12,11,1,"{(0, 1)}",1,25,0.0
Graph_12_11_3,12,11,1,"{(3, 7)}",1,25,0.0
Graph_12_11_4,12,11,1,"{(1, 3)}",1,25,0.0
Graph_12_17_0,12,17,1,"{(4, 7)}",1,25,0.0
Graph_12_17_1,12,17,1,"{(3, 7)}",1,25,0.0
Graph_12_17_2,12,17,1,"{(10, 11)}",1,25,0.0
Graph_12_17_3,12,17,1,"{(2, 3)}",1,25,0.0
Graph_12_17_4,12,17,1,"{(2, 6)}",1,25,0.0
Graph_12_34_0,12,34,2,"{(3, 11), (3, 6)}",2,51,0.0
Graph_12_34_1,12,34,3,"{(2, 9), (2, 4), (1, 2)}",3,78,0.0
Graph_12_34_2,12,34,2,"{(3, 5), (3, 11)}",2,51,0.0
Graph_12_34_3,12,34,3,"{(0, 3), (0, 5), (0, 6)}",3,78,0.0
Graph_12_34_4,12,34,4,"{(4, 9), (8, 9), (3, 9), (6, 9)}",4,106,0.0
Graph_12_50_0,12,50,6,"{(3, 8), (3, 7), (2, 3), (3, 6), (1, 3), (3, 11)}",6,165,0.0
Graph_12_50_1,12,50,7,"{(2, 4), (2, 7), (2, 10), (2, 3), (0, 2), (2, 6), (2, 11)}",7,196,0.0035271644592285156
Graph_12_50_2,12,50,7,"{(0, 7), (0, 4), (0, 10), (0, 3), (0, 6), (0, 2), (0, 5)}",7,196,0.0
Graph_12_50_3,12,50,6,"{(1, 2), (1, 5), (1, 4), (1, 10), (1, 6), (1, 3)}",6,165,0.0
Graph_12_50_4,12,50,7,"{(0, 1), (0, 7), (0, 10), (0, 3), (0, 6), (0, 2), (0, 8)}",7,196,0.000965118408203125
Graph_12_66_0,12,66,11,"{(0, 1), (0, 7), (0, 4), (0, 10), (0, 3), (0, 9), (0, 6), (0, 2), (0, 5), (0, 8), (0, 11)}",11,330,0.0
Graph_13_12_0,13,12,1,"{(0, 4)}",1,27,0.0
Graph_13_12_1,13,12,1,"{(3, 5)}",1,27,0.0
Graph_13_12_2,13,12,1,"{(1, 7)}",1,27,0.0
Graph_13_12_3,13,12,1,"{(0, 11)}",1,27,0.0
Graph_13_12_4,13,12,1,"{(1, 11)}",1,27,0.0
Graph_13_20_0,13,20,1,"{(0, 11)}",1,27,0.0
Graph_13_20_1,13,20,1,"{(2, 3)}",1,27,0.0
Graph_13_20_2,13,20,2,"{(1, 2), (2, 6)}",2,55,0.0
Graph_13_20_3,13,20,1,"{(2, 3)}",1,27,0.0
Graph_13_20_4,13,20,1,"{(9, 11)}",1,27,0.0
Graph_13_40_0,13,40,3,"{(3, 10), (3, 11), (3, 6)}",3,84,0.0
Graph_13_40_1,13,40,2,"{(2, 9), (1, 2)}",2,55,0.0
Graph_13_40_2,13,40,3,"{(6, 8), (8, 9), (0, 8)}",3,84,0.0
Graph_13_40_3,13,40,2,"{(2, 11), (6, 11)}",2,55,0.0
Graph_13_40_4,13,40,4,"{(1, 11), (1, 10), (1, 2), (1, 4)}",4,114,0.0
Graph_13_59_0,13,59,7,"{(1, 5), (5, 8), (5, 7), (4, 5), (5, 6), (0, 5), (5, 12)}",7,210,0.0
Graph_13_59_1,13,59,6,"{(4, 9), (9, 12), (0, 9), (3, 9), (9, 11), (1, 9)}",6,177,0.0
Graph_13_59_2,13,59,7,"{(5, 11), (6, 11), (1, 11), (7, 11), (2, 11), (0, 11), (3, 11)}",7,210,0.0
Graph_13_59_3,13,59,7,"{(10, 11), (0, 10), (7, 10), (2, 10), (3, 10), (6, 10), (1, 10)}",7,210,0.0
Graph_13_59_4,13,59,7,"{(2, 7), (5, 7), (1, 7), (7, 12), (7, 11), (4, 7), (7, 8)}",7,210,0.0
Graph_13_78_0,13,78,12,"{(0, 1), (0, 7), (0, 4), (0, 10), (0, 3), (0, 9), (0, 6), (0, 12), (0, 2), (0, 5), (0, 8), (0, 11)}",12,390,0.0
Graph_14_13_0,14,13,1,"{(0, 8)}",1,29,0.0
Graph_14_13_1,14,13,1,"{(2, 4)}",1,29,0.0
Graph_14_13_2,14,13,1,"{(1, 4)}",1,29,0.0
Graph_14_13_3,14,13,1,"{(0, 8)}",1,29,0.0
Graph_14_13_4,14,13,1,"{(0, 1)}",1,29,0.0
Graph_14_23_0,14,23,1,"{(0, 9)}",1,29,0.0
Graph_14_23_1,14,23,1,"{(8, 10)}",1,29,0.0
Graph_14_23_2,14,23,1,"{(2, 12)}",1,29,0.0
Graph_14_23_3,14,23,2,"{(0, 3), (0, 5)}",2,59,0.0
Graph_14_23_4,14,23,1,"{(2, 12)}",1,29,0.0
Graph_14_46_0,14,46,2,"{(3, 13), (3, 10)}",2,59,0.0
Graph_14_46_1,14,46,4,"{(2, 9), (1, 2), (2, 5), (2, 6)}",4,122,0.0
Graph_14_46_2,14,46,4,"{(1, 6), (1, 10), (1, 13), (1, 4)}",4,122,0.0
Graph_14_46_3,14,46,4,"{(4, 12), (5, 12), (12, 13), (2, 12)}",4,122,0.0
Graph_14_46_4,14,46,4,"{(2, 10), (1, 2), (2, 11), (2, 7)}",4,122,0.0060214996337890625
Graph_14_69_0,14,69,8,"{(5, 11), (5, 8), (1, 5), (5, 7), (4, 5), (5, 6), (0, 5), (5, 12)}",8,260,0.0
Graph_14_69_1,14,69,8,"{(5, 8), (5, 7), (4, 5), (5, 10), (0, 5), (5, 9), (5, 12), (3, 5)}",8,260,0.0
