graph,nodes,edges,min_cut,edges_to_remove,solutions_tested,basic_operations,time_elapsed
Graph_125_7750_0,125,7750,124,"{(23, 123), (12, 123), (67, 123), (89, 123), (78, 123), (27, 123), (93, 123), (25, 123), (29, 123), (40, 123), (84, 123), (95, 123), (106, 123), (55, 123), (110, 123), (42, 123), (108, 123), (2, 123), (46, 123), (68, 123), (57, 123), (112, 123), (6, 123), (72, 123), (4, 123), (59, 123), (70, 123), (19, 123), (30, 123), (74, 123), (85, 123), (8, 123), (21, 123), (87, 123), (36, 123), (47, 123), (91, 123), (102, 123), (51, 123), (49, 123), (38, 123), (115, 123), (104, 123), (53, 123), (64, 123), (119, 123), (11, 123), (0, 123), (66, 123), (121, 123), (15, 123), (26, 123), (81, 123), (17, 123), (28, 123), (83, 123), (94, 123), (32, 123), (43, 123), (98, 123), (56, 123), (34, 123), (100, 123), (111, 123), (45, 123), (5, 123), (60, 123), (123, 124), (113, 123), (7, 123), (18, 123), (62, 123), (73, 123), (117, 123), (22, 123), (77, 123), (9, 123), (75, 123), (35, 123), (13, 123), (24, 123), (79, 123), (90, 123), (101, 123), (39, 123), (37, 123), (92, 123), (41, 123), (52, 123), (96, 123), (107, 123), (118, 123), (1, 123), (122, 123), (54, 123), (109, 123), (120, 123), (14, 123), (3, 123), (69, 123), (58, 123), (80, 123), (16, 123), (71, 123), (82, 123), (20, 123), (31, 123), (86, 123), (97, 123), (33, 123), (44, 123), (88, 123), (99, 123), (48, 123), (103, 123), (114, 123), (50, 123), (61, 123), (105, 123), (116, 123), (10, 123), (65, 123), (76, 123), (63, 123)}",250,78375,0.031517982482910156
Graph_125_7750_1,125,7750,124,"{(4, 119), (59, 119), (70, 119), (30, 119), (8, 119), (19, 119), (74, 119), (85, 119), (98, 119), (21, 119), (111, 119), (87, 119), (47, 119), (36, 119), (49, 119), (38, 119), (115, 119), (104, 119), (117, 119), (77, 119), (53, 119), (64, 119), (11, 119), (0, 119), (66, 119), (101, 119), (15, 119), (26, 119), (119, 121), (17, 119), (96, 119), (94, 119), (28, 119), (83, 119), (107, 119), (118, 119), (32, 119), (43, 119), (119, 123), (34, 119), (45, 119), (100, 119), (56, 119), (5, 119), (60, 119), (113, 119), (7, 119), (97, 119), (62, 119), (18, 119), (73, 119), (86, 119), (22, 119), (9, 119), (75, 119), (13, 119), (35, 119), (24, 119), (79, 119), (90, 119), (103, 119), (114, 119), (39, 119), (37, 119), (92, 119), (76, 119), (41, 119), (52, 119), (1, 119), (54, 119), (119, 120), (109, 119), (3, 119), (14, 119), (69, 119), (80, 119), (58, 119), (93, 119), (16, 119), (106, 119), (71, 119), (82, 119), (20, 119), (110, 119), (31, 119), (119, 122), (33, 119), (112, 119), (99, 119), (44, 119), (88, 119), (72, 119), (48, 119), (119, 124), (61, 119), (50, 119), (105, 119), (116, 119), (10, 119), (65, 119), (63, 119), (12, 119), (102, 119), (91, 119), (78, 119), (89, 119), (23, 119), (67, 119), (51, 119), (27, 119), (25, 119), (29, 119), (40, 119), (84, 119), (95, 119), (55, 119), (42, 119), (108, 119), (2, 119), (81, 119), (46, 119), (57, 119), (68, 119), (6, 119)}",250,78375,0.022650718688964844
Graph_150_1397_0,150,1397,10,"{(51, 144), (51, 83), (51, 82), (44, 51), (51, 72), (15, 51), (48, 51), (51, 142), (51, 116), (51, 112)}",600,69302,0.014388799667358398
Graph_150_1397_1,150,1397,10,"{(22, 53), (52, 53), (53, 133), (53, 98), (53, 70), (53, 134), (53, 124), (53, 86), (12, 53), (7, 53)}",450,51939,0.004866361618041992
Graph_150_2794_0,150,2794,24,"{(47, 53), (53, 136), (16, 53), (53, 102), (53, 108), (7, 53), (18, 53), (22, 53), (53, 56), (53, 123), (53, 135), (53, 80), (42, 53), (53, 144), (44, 53), (53, 86), (53, 98), (26, 53), (53, 70), (53, 128), (53, 134), (53, 140), (19, 53), (53, 124)}",300,45752,0.0
Graph_150_2794_1,150,2794,24,"{(76, 98), (76, 113), (61, 76), (52, 76), (76, 143), (76, 140), (76, 94), (76, 100), (23, 76), (69, 76), (15, 76), (76, 81), (76, 148), (76, 87), (71, 76), (40, 76), (62, 76), (73, 76), (76, 138), (11, 76), (33, 76), (24, 76), (76, 83), (76, 147)}",450,68703,0.013861417770385742
Graph_150_5588_0,150,5588,59,"{(9, 39), (9, 45), (9, 103), (9, 109), (9, 42), (4, 9), (9, 112), (9, 118), (9, 115), (9, 63), (9, 127), (9, 78), (9, 142), (9, 26), (9, 145), (9, 84), (9, 148), (9, 38), (9, 96), (9, 102), (9, 41), (9, 108), (9, 114), (9, 59), (9, 117), (5, 9), (9, 65), (9, 71), (9, 16), (9, 13), (9, 132), (9, 28), (9, 147), (9, 92), (9, 31), (9, 95), (9, 34), (9, 40), (9, 98), (9, 37), (9, 104), (9, 101), (9, 46), (9, 110), (9, 116), (9, 113), (9, 119), (9, 58), (9, 128), (9, 73), (0, 9), (9, 15), (9, 134), (2, 9), (9, 79), (9, 140), (9, 18), (9, 149), (9, 97)}",300,68104,0.016479969024658203
Graph_150_5588_1,150,5588,60,"{(31, 124), (31, 69), (1, 31), (31, 139), (31, 72), (31, 84), (31, 136), (31, 148), (31, 90), (31, 35), (5, 31), (27, 31), (31, 50), (31, 114), (31, 123), (31, 141), (16, 31), (31, 80), (31, 138), (7, 31), (18, 31), (19, 31), (31, 147), (31, 92), (31, 37), (31, 95), (31, 101), (22, 31), (31, 49), (31, 46), (31, 58), (30, 31), (31, 61), (0, 31), (31, 64), (31, 70), (31, 125), (31, 128), (31, 134), (31, 73), (31, 131), (31, 82), (6, 31), (31, 143), (31, 149), (31, 94), (31, 33), (31, 91), (31, 97), (31, 103), (31, 42), (31, 100), (4, 31), (31, 106), (31, 109), (31, 54), (31, 112), (8, 31), (31, 63), (31, 60)}",450,102231,0.02781963348388672
Graph_150_8382_0,150,8382,93,"{(4, 9), (9, 63), (8, 9), (9, 127), (9, 72), (9, 17), (9, 81), (9, 26), (9, 145), (9, 56), (9, 65), (9, 10), (9, 138), (9, 28), (9, 147), (9, 92), (9, 113), (9, 58), (9, 122), (9, 67), (9, 12), (0, 9), (9, 140), (9, 85), (9, 149), (9, 42), (9, 115), (9, 78), (9, 142), (9, 108), (9, 53), (9, 117), (5, 9), (9, 126), (9, 71), (9, 16), (9, 144), (9, 37), (9, 101), (9, 46), (9, 110), (9, 119), (9, 128), (9, 73), (9, 30), (9, 39), (9, 103), (9, 48), (9, 112), (9, 57), (9, 121), (9, 66), (9, 130), (1, 9), (9, 23), (9, 96), (9, 41), (9, 105), (9, 50), (9, 114), (9, 59), (9, 123), (9, 25), (9, 34), (9, 98), (9, 43), (9, 52), (9, 116), (9, 125), (9, 18), (9, 45), (9, 109), (9, 118), (9, 11), (9, 84), (9, 148), (9, 38), (9, 102), (9, 111), (9, 68), (9, 13), (9, 132), (9, 77), (9, 86), (9, 31), (9, 95), (9, 40), (9, 104), (9, 15), (9, 134), (2, 9), (9, 79), (9, 97)}",300,90456,0.02196478843688965
Graph_150_8382_1,150,8382,96,"{(120, 129), (80, 129), (45, 129), (129, 146), (31, 129), (7, 129), (86, 129), (97, 129), (88, 129), (129, 130), (75, 129), (129, 139), (48, 129), (13, 129), (129, 148), (24, 129), (103, 129), (114, 129), (37, 129), (105, 129), (116, 129), (127, 129), (10, 129), (76, 129), (129, 141), (67, 129), (54, 129), (78, 129), (3, 129), (93, 129), (14, 129), (129, 143), (95, 129), (106, 129), (84, 129), (55, 129), (110, 129), (108, 129), (46, 129), (57, 129), (6, 129), (74, 129), (85, 129), (129, 138), (87, 129), (36, 129), (47, 129), (12, 129), (91, 129), (51, 129), (129, 131), (25, 129), (115, 129), (104, 129), (64, 129), (119, 129), (129, 133), (66, 129), (42, 129), (2, 129), (81, 129), (4, 129), (94, 129), (70, 129), (59, 129), (32, 129), (8, 129), (30, 129), (43, 129), (129, 147), (21, 129), (100, 129), (111, 129), (5, 129), (60, 129), (126, 129), (113, 129), (129, 140), (62, 129), (129, 149), (38, 129), (49, 129), (128, 129), (117, 129), (22, 129), (0, 129), (11, 129), (90, 129), (129, 142), (39, 129), (92, 129), (41, 129), (28, 129), (52, 129), (17, 129), (122, 129)}",450,135759,0.032233476638793945
Graph_150_11175_0,150,11175,149,"{(15, 149), (26, 149), (81, 149), (136, 149), (147, 149), (134, 149), (132, 149), (17, 149), (28, 149), (83, 149), (94, 149), (138, 149), (11, 149), (32, 149), (43, 149), (98, 149), (34, 149), (56, 149), (100, 149), (45, 149), (111, 149), (5, 149), (60, 149), (126, 149), (113, 149), (18, 149), (7, 149), (73, 149), (62, 149), (128, 149), (117, 149), (139, 149), (22, 149), (77, 149), (143, 149), (9, 149), (75, 149), (130, 149), (13, 149), (24, 149), (35, 149), (79, 149), (90, 149), (145, 149), (101, 149), (39, 149), (37, 149), (92, 149), (41, 149), (52, 149), (96, 149), (118, 149), (107, 149), (1, 149), (122, 149), (54, 149), (109, 149), (120, 149), (3, 149), (14, 149), (80, 149), (58, 149), (135, 149), (69, 149), (124, 149), (16, 149), (71, 149), (82, 149), (137, 149), (31, 149), (20, 149), (86, 149), (97, 149), (141, 149), (33, 149), (44, 149), (99, 149), (88, 149), (48, 149), (103, 149), (114, 149), (50, 149), (61, 149), (105, 149), (116, 149), (127, 149), (10, 149), (65, 149), (76, 149), (131, 149), (63, 149), (12, 149), (23, 149), (67, 149), (78, 149), (144, 149), (133, 149), (89, 149), (27, 149), (93, 149), (148, 149), (25, 149), (146, 149), (29, 149), (40, 149), (84, 149), (95, 149), (106, 149), (55, 149), (110, 149), (42, 149), (108, 149), (2, 149), (46, 149), (57, 149), (112, 149), (123, 149), (68, 149), (6, 149), (72, 149), (4, 149), (59, 149), (70, 149), (125, 149), (19, 149), (30, 149), (74, 149), (85, 149), (129, 149), (140, 149), (8, 149), (21, 149), (87, 149), (142, 149), (36, 149), (47, 149), (102, 149), (91, 149), (51, 149), (38, 149), (49, 149), (104, 149), (115, 149), (53, 149), (64, 149), (119, 149), (0, 149), (66, 149), (121, 149)}",300,112800,0.03957724571228027
Graph_150_11175_1,150,11175,149,"{(147, 149), (34, 147), (135, 147), (111, 147), (45, 147), (56, 147), (100, 147), (5, 147), (60, 147), (113, 147), (7, 147), (18, 147), (62, 147), (141, 147), (128, 147), (139, 147), (73, 147), (117, 147), (22, 147), (77, 147), (9, 147), (75, 147), (130, 147), (24, 147), (13, 147), (79, 147), (90, 147), (145, 147), (101, 147), (35, 147), (39, 147), (37, 147), (92, 147), (41, 147), (131, 147), (118, 147), (107, 147), (52, 147), (96, 147), (1, 147), (43, 147), (54, 147), (109, 147), (120, 147), (3, 147), (14, 147), (58, 147), (80, 147), (124, 147), (69, 147), (16, 147), (147, 148), (71, 147), (137, 147), (82, 147), (20, 147), (110, 147), (31, 147), (86, 147), (97, 147), (44, 147), (33, 147), (88, 147), (99, 147), (48, 147), (103, 147), (114, 147), (50, 147), (140, 147), (116, 147), (127, 147), (61, 147), (105, 147), (10, 147), (76, 147), (65, 147), (63, 147), (12, 147), (23, 147), (89, 147), (67, 147), (144, 147), (133, 147), (78, 147), (27, 147), (93, 147), (25, 147), (146, 147), (40, 147), (29, 147), (84, 147), (95, 147), (106, 147), (55, 147), (42, 147), (108, 147), (2, 147), (57, 147), (68, 147), (112, 147), (123, 147), (136, 147), (46, 147), (6, 147), (72, 147), (4, 147), (59, 147), (70, 147), (125, 147), (8, 147), (19, 147), (85, 147), (74, 147), (129, 147), (30, 147), (21, 147), (87, 147), (142, 147), (36, 147), (126, 147), (91, 147), (102, 147), (47, 147), (51, 147), (38, 147), (49, 147), (115, 147), (104, 147), (53, 147), (143, 147), (64, 147), (119, 147), (0, 147), (11, 147), (66, 147), (121, 147), (132, 147), (26, 147), (15, 147), (81, 147), (134, 147), (17, 147), (28, 147), (83, 147), (94, 147), (138, 147), (32, 147), (122, 147), (98, 147)}",300,112800,0.030663251876831055
Graph_175_1904_0,175,1904,13,"{(23, 162), (86, 162), (124, 162), (136, 162), (15, 162), (72, 162), (44, 162), (88, 162), (116, 162), (138, 162), (133, 162), (71, 162), (47, 162)}",525,70448,0.016613483428955078
Graph_175_1904_1,175,1904,12,"{(51, 140), (51, 101), (11, 51), (51, 65), (33, 51), (36, 51), (7, 51), (48, 51), (41, 51), (51, 129), (51, 87), (51, 133)}",525,70448,0.020104646682739258
Graph_175_3807_0,175,3807,29,"{(53, 72), (27, 53), (47, 53), (53, 133), (53, 139), (53, 87), (53, 151), (16, 53), (53, 108), (18, 53), (22, 53), (53, 132), (53, 83), (0, 53), (44, 53), (53, 86), (53, 153), (53, 98), (48, 53), (53, 150), (53, 113), (53, 116), (4, 53), (53, 70), (53, 134), (53, 79), (8, 53), (53, 158), (53, 173)}",525,93284,0.017105579376220703
Graph_175_3807_1,175,3807,29,"{(24, 76), (76, 101), (76, 119), (37, 76), (17, 76), (74, 76), (1, 76), (76, 140), (76, 155), (76, 88), (76, 158), (76, 161), (23, 76), (60, 76), (76, 78), (25, 76), (76, 148), (16, 76), (71, 76), (20, 76), (53, 76), (76, 169), (76, 166), (76, 138), (0, 76), (33, 76), (13, 76), (68, 76), (76, 147)}",350,62131,0.002090930938720703
Graph_175_7613_0,175,7613,70,"{(4, 49), (49, 81), (19, 49), (49, 145), (41, 49), (10, 49), (43, 49), (49, 154), (49, 160), (1, 49), (49, 96), (49, 102), (49, 108), (49, 163), (49, 120), (49, 59), (23, 49), (34, 49), (49, 126), (49, 65), (49, 71), (49, 129), (49, 80), (5, 49), (49, 144), (49, 83), (49, 147), (49, 86), (49, 150), (49, 95), (49, 101), (49, 159), (49, 165), (49, 104), (25, 49), (49, 107), (49, 168), (18, 49), (49, 171), (49, 110), (31, 49), (49, 64), (49, 70), (49, 128), (49, 134), (49, 73), (49, 76), (49, 82), (49, 146), (49, 79), (49, 143), (49, 88), (11, 49), (49, 97), (49, 155), (0, 49), (49, 106), (15, 49), (49, 103), (49, 54), (6, 49), (49, 112), (49, 51), (49, 57), (49, 63), (49, 66), (37, 49), (49, 133), (49, 139), (49, 78)}",350,92579,0.020783185958862305
Graph_175_7613_1,175,7613,68,"{(43, 150), (43, 156), (8, 43), (43, 101), (43, 162), (43, 159), (43, 165), (43, 110), (43, 168), (43, 174), (43, 58), (43, 55), (43, 125), (43, 70), (21, 43), (43, 128), (43, 73), (43, 137), (23, 43), (43, 76), (43, 143), (14, 43), (36, 43), (43, 91), (5, 43), (43, 94), (43, 158), (43, 100), (43, 106), (43, 45), (43, 164), (43, 109), (43, 48), (43, 115), (43, 173), (43, 112), (43, 63), (43, 121), (43, 60), (43, 127), (43, 72), (43, 130), (31, 43), (43, 69), (43, 136), (43, 133), (43, 78), (43, 84), (43, 81), (43, 96), (9, 43), (43, 160), (43, 99), (43, 44), (0, 43), (43, 102), (43, 166), (43, 105), (43, 56), (26, 43), (43, 120), (15, 43), (6, 43), (43, 68), (39, 43), (43, 80), (37, 43), (43, 86)}",350,92579,0.02231121063232422
Graph_175_11419_0,175,11419,116,"{(4, 9), (8, 9), (9, 63), (9, 81), (9, 26), (9, 35), (9, 154), (9, 163), (9, 56), (9, 120), (9, 10), (9, 19), (9, 138), (9, 83), (9, 147), (9, 156), (9, 49), (9, 113), (9, 58), (9, 67), (9, 12), (0, 9), (9, 131), (9, 76), (9, 140), (9, 85), (9, 42), (9, 115), (9, 60), (9, 69), (9, 133), (9, 78), (9, 108), (9, 53), (9, 117), (5, 9), (9, 62), (9, 126), (9, 16), (7, 9), (9, 37), (9, 46), (9, 110), (9, 119), (9, 64), (9, 128), (9, 73), (9, 137), (9, 30), (9, 39), (9, 158), (9, 103), (9, 48), (9, 167), (9, 112), (9, 57), (9, 66), (9, 130), (9, 23), (9, 87), (9, 32), (9, 151), (9, 96), (9, 41), (9, 160), (9, 50), (3, 9), (9, 114), (9, 59), (9, 123), (9, 34), (9, 153), (9, 98), (9, 43), (9, 162), (9, 107), (9, 52), (9, 171), (9, 116), (9, 61), (9, 125), (9, 18), (9, 82), (9, 27), (9, 100), (9, 45), (9, 164), (9, 109), (9, 54), (9, 173), (9, 11), (9, 75), (9, 20), (9, 139), (9, 84), (9, 148), (9, 38), (9, 102), (9, 47), (9, 111), (9, 68), (9, 13), (9, 132), (9, 77), (9, 31), (9, 150), (9, 95), (9, 40), (9, 159), (9, 15), (9, 134), (2, 9), (9, 79), (9, 88), (9, 152), (9, 97)}",350,123027,0.03136754035949707
Graph_175_11419_1,175,11419,111,"{(109, 129), (129, 162), (120, 129), (129, 171), (58, 129), (34, 129), (45, 129), (80, 129), (71, 129), (82, 129), (129, 146), (7, 129), (86, 129), (129, 164), (9, 129), (88, 129), (75, 129), (129, 130), (129, 139), (48, 129), (24, 129), (13, 129), (103, 129), (35, 129), (114, 129), (129, 148), (129, 157), (37, 129), (105, 129), (116, 129), (65, 129), (76, 129), (129, 141), (129, 159), (67, 129), (89, 129), (27, 129), (3, 129), (93, 129), (129, 143), (129, 152), (16, 129), (95, 129), (55, 129), (20, 129), (129, 173), (108, 129), (129, 136), (46, 129), (33, 129), (112, 129), (6, 129), (72, 129), (125, 129), (74, 129), (85, 129), (129, 138), (36, 129), (23, 129), (91, 129), (102, 129), (129, 131), (25, 129), (104, 129), (40, 129), (119, 129), (29, 129), (129, 170), (129, 133), (66, 129), (42, 129), (121, 129), (26, 129), (2, 129), (81, 129), (129, 172), (59, 129), (70, 129), (43, 129), (30, 129), (19, 129), (129, 156), (56, 129), (21, 129), (100, 129), (129, 165), (129, 174), (5, 129), (60, 129), (126, 129), (113, 129), (129, 140), (73, 129), (49, 129), (128, 129), (117, 129), (129, 158), (77, 129), (11, 129), (90, 129), (129, 142), (39, 129), (15, 129), (129, 151), (129, 160), (129, 169), (41, 129), (17, 129), (28, 129), (107, 129), (129, 144)}",525,184628,0.0450434684753418
Graph_175_15225_0,175,15225,174,"{(4, 174), (83, 174), (70, 174), (138, 174), (149, 174), (160, 174), (59, 174), (94, 174), (43, 174), (8, 174), (19, 174), (98, 174), (164, 174), (30, 174), (32, 174), (56, 174), (21, 174), (100, 174), (111, 174), (166, 174), (155, 174), (5, 174), (60, 174), (126, 174), (113, 174), (73, 174), (38, 174), (49, 174), (117, 174), (128, 174), (62, 174), (139, 174), (22, 174), (77, 174), (143, 174), (130, 174), (0, 174), (11, 174), (101, 174), (79, 174), (90, 174), (145, 174), (156, 174), (39, 174), (15, 174), (92, 174), (158, 174), (41, 174), (28, 174), (96, 174), (17, 174), (162, 174), (52, 174), (107, 174), (118, 174), (173, 174), (1, 174), (122, 174), (109, 174), (120, 174), (58, 174), (45, 174), (69, 174), (135, 174), (34, 174), (80, 174), (124, 174), (82, 174), (71, 174), (137, 174), (31, 174), (7, 174), (18, 174), (86, 174), (141, 174), (152, 174), (97, 174), (9, 174), (88, 174), (99, 174), (75, 174), (154, 174), (165, 174), (48, 174), (13, 174), (103, 174), (24, 174), (35, 174), (114, 174), (169, 174), (61, 174), (37, 174), (127, 174), (105, 174), (171, 174), (116, 174), (10, 174), (65, 174), (76, 174), (131, 174), (78, 174), (54, 174), (144, 174), (67, 174), (89, 174), (133, 174), (27, 174), (3, 174), (14, 174), (93, 174), (148, 174), (146, 174), (16, 174), (84, 174), (106, 174), (150, 174), (172, 174), (95, 174), (161, 174), (55, 174), (20, 174), (110, 174), (108, 174), (163, 174), (46, 174), (33, 174), (112, 174), (57, 174), (167, 174), (44, 174), (68, 174), (123, 174), (6, 174), (72, 174), (125, 174), (85, 174), (50, 174), (140, 174), (74, 174), (129, 174), (151, 174), (87, 174), (63, 174), (153, 174), (142, 174), (36, 174), (12, 174), (102, 174), (23, 174), (157, 174), (47, 174), (91, 174), (168, 174), (51, 174), (25, 174), (104, 174), (115, 174), (159, 174), (170, 174), (53, 174), (29, 174), (119, 174), (40, 174), (64, 174), (66, 174), (42, 174), (132, 174), (121, 174), (26, 174), (2, 174), (81, 174), (136, 174), (147, 174), (134, 174)}",350,153475,0.0419008731842041
Graph_175_15225_1,175,15225,174,"{(4, 174), (94, 174), (59, 174), (70, 174), (160, 174), (83, 174), (138, 174), (149, 174), (32, 174), (8, 174), (30, 174), (98, 174), (164, 174), (19, 174), (43, 174), (56, 174), (21, 174), (100, 174), (111, 174), (155, 174), (166, 174), (5, 174), (60, 174), (126, 174), (113, 174), (62, 174), (38, 174), (73, 174), (139, 174), (128, 174), (49, 174), (117, 174), (22, 174), (77, 174), (143, 174), (130, 174), (0, 174), (101, 174), (11, 174), (79, 174), (90, 174), (145, 174), (156, 174), (39, 174), (15, 174), (92, 174), (158, 174), (41, 174), (17, 174), (107, 174), (118, 174), (28, 174), (52, 174), (96, 174), (162, 174), (173, 174), (1, 174), (122, 174), (109, 174), (120, 174), (69, 174), (34, 174), (45, 174), (58, 174), (80, 174), (124, 174), (135, 174), (71, 174), (82, 174), (137, 174), (31, 174), (7, 174), (86, 174), (97, 174), (141, 174), (18, 174), (152, 174), (9, 174), (99, 174), (75, 174), (154, 174), (88, 174), (165, 174), (48, 174), (13, 174), (114, 174), (24, 174), (35, 174), (103, 174), (169, 174), (61, 174), (37, 174), (105, 174), (116, 174), (127, 174), (171, 174), (10, 174), (76, 174), (65, 174), (131, 174), (89, 174), (54, 174), (133, 174), (144, 174), (67, 174), (78, 174), (27, 174), (3, 174), (93, 174), (14, 174), (148, 174), (146, 174), (16, 174), (84, 174), (95, 174), (150, 174), (161, 174), (172, 174), (106, 174), (55, 174), (20, 174), (110, 174), (108, 174), (163, 174), (57, 174), (33, 174), (44, 174), (46, 174), (167, 174), (68, 174), (112, 174), (123, 174), (6, 174), (72, 174), (125, 174), (74, 174), (50, 174), (129, 174), (140, 174), (151, 174), (85, 174), (87, 174), (63, 174), (142, 174), (153, 174), (36, 174), (23, 174), (102, 174), (12, 174), (47, 174), (91, 174), (157, 174), (168, 174), (51, 174), (25, 174), (115, 174), (104, 174), (170, 174), (159, 174), (53, 174), (29, 174), (119, 174), (40, 174), (64, 174), (66, 174), (42, 174), (132, 174), (121, 174), (26, 174), (2, 174), (81, 174), (136, 174), (147, 174), (134, 174)}",350,153475,0.0447537899017334
Graph_200_2488_0,200,2488,13,"{(177, 199), (153, 199), (100, 199), (30, 199), (62, 199), (36, 199), (107, 199), (15, 199), (155, 199), (176, 199), (195, 199), (93, 199), (39, 199)}",600,91756,0.01947498321533203
Graph_200_2488_1,200,2488,12,"{(103, 166), (71, 103), (100, 103), (38, 103), (103, 120), (80, 103), (34, 103), (32, 103), (98, 103), (103, 161), (103, 106), (103, 128)}",600,91756,0.009205818176269531
Graph_200_4976_0,200,4976,32,"{(53, 72), (47, 53), (53, 197), (53, 87), (53, 151), (53, 93), (53, 99), (16, 53), (53, 102), (18, 53), (22, 53), (53, 56), (53, 132), (53, 190), (53, 80), (44, 53), (53, 153), (53, 98), (48, 53), (53, 150), (26, 53), (53, 134), (53, 79), (19, 53), (41, 53), (30, 53), (52, 53), (53, 140), (53, 158), (53, 170), (53, 173), (12, 53)}",600,121612,0.03994560241699219
Graph_200_4976_1,200,4976,34,"{(2, 88), (57, 88), (88, 97), (88, 112), (88, 182), (88, 185), (88, 194), (61, 88), (10, 88), (43, 88), (88, 96), (88, 172), (21, 88), (88, 181), (87, 88), (34, 88), (88, 129), (36, 88), (88, 193), (88, 156), (88, 162), (16, 88), (49, 88), (38, 88), (18, 88), (88, 177), (53, 88), (88, 122), (88, 186), (55, 88), (77, 88), (88, 134), (42, 88), (88, 155)}",600,121612,0.027950763702392578
Graph_200_9951_0,200,9951,81,"{(9, 170), (9, 127), (9, 136), (9, 81), (9, 26), (9, 145), (9, 35), (9, 163), (9, 10), (9, 19), (9, 28), (9, 147), (9, 113), (9, 58), (9, 177), (9, 67), (9, 76), (9, 195), (9, 140), (9, 149), (9, 42), (9, 115), (9, 69), (9, 188), (9, 14), (9, 133), (9, 78), (9, 142), (9, 117), (9, 62), (9, 71), (9, 190), (9, 16), (9, 144), (7, 9), (9, 37), (9, 110), (9, 55), (9, 174), (9, 119), (9, 128), (9, 73), (9, 192), (9, 30), (9, 39), (9, 167), (9, 57), (9, 176), (9, 185), (9, 23), (9, 151), (9, 96), (9, 105), (9, 114), (9, 187), (9, 25), (9, 34), (9, 153), (9, 43), (9, 171), (9, 61), (9, 189), (9, 27), (9, 155), (9, 164), (9, 182), (9, 75), (9, 139), (9, 84), (9, 102), (9, 111), (9, 175), (9, 68), (9, 132), (9, 31), (9, 40), (9, 159), (9, 15), (2, 9), (9, 79), (9, 97)}",400,120808,0.05402874946594238
Graph_200_9951_1,200,9951,81,"{(82, 157), (150, 157), (55, 157), (31, 157), (110, 157), (157, 180), (33, 157), (44, 157), (123, 157), (99, 157), (157, 164), (50, 157), (151, 157), (140, 157), (63, 157), (153, 157), (157, 194), (12, 157), (23, 157), (78, 157), (91, 157), (102, 157), (25, 157), (119, 157), (157, 159), (42, 157), (121, 157), (147, 157), (157, 189), (6, 157), (125, 157), (19, 157), (74, 157), (100, 157), (36, 157), (126, 157), (47, 157), (49, 157), (157, 193), (117, 157), (139, 157), (128, 157), (53, 157), (11, 157), (0, 157), (66, 157), (156, 157), (26, 157), (17, 157), (157, 161), (83, 157), (94, 157), (157, 179), (157, 197), (80, 157), (45, 157), (58, 157), (137, 157), (157, 190), (7, 157), (97, 157), (62, 157), (141, 157), (152, 157), (75, 157), (157, 174), (130, 157), (35, 157), (114, 157), (13, 157), (24, 157), (103, 157), (39, 157), (37, 157), (157, 158), (131, 157), (157, 176), (157, 185), (109, 157), (14, 157), (69, 157)}",400,120808,0.03275799751281738
Graph_200_14926_0,200,14926,131,"{(43, 156), (43, 101), (43, 46), (43, 110), (43, 67), (43, 131), (23, 43), (12, 43), (43, 195), (27, 43), (43, 94), (43, 158), (43, 103), (43, 167), (25, 43), (43, 60), (40, 43), (43, 133), (43, 78), (43, 197), (43, 142), (43, 87), (43, 96), (43, 160), (43, 169), (2, 43), (43, 62), (43, 126), (43, 71), (43, 190), (43, 80), (43, 89), (43, 153), (43, 98), (43, 162), (19, 43), (43, 55), (43, 119), (43, 64), (43, 183), (43, 128), (43, 73), (43, 192), (43, 137), (43, 82), (36, 43), (43, 91), (43, 155), (43, 48), (43, 112), (43, 57), (43, 176), (43, 121), (43, 75), (43, 194), (43, 139), (43, 148), (11, 43), (26, 43), (15, 43), (43, 178), (43, 59), (43, 123), (43, 68), (43, 187), (43, 77), (43, 196), (28, 43), (32, 43), (43, 52), (43, 171), (43, 116), (43, 70), (43, 189), (34, 43), (5, 43), (43, 45), (43, 164), (43, 109), (43, 173), (43, 63), (43, 182), (7, 43), (43, 127), (43, 72), (43, 191), (22, 43), (9, 43), (43, 47), (43, 166), (35, 43), (43, 56), (43, 175), (43, 184), (43, 129), (39, 43), (43, 193), (37, 43), (43, 86), (43, 95), (41, 43), (43, 104), (43, 168), (1, 43), (43, 113), (43, 177), (43, 122), (14, 43), (3, 43), (43, 88), (43, 152), (43, 97), (43, 106), (43, 51), (43, 115), (16, 43), (43, 179), (43, 124), (20, 43), (43, 81), (43, 145), (43, 90), (43, 154), (33, 43), (43, 108), (43, 53), (43, 117), (43, 181), (43, 138), (43, 83), (43, 147)}",600,241012,0.05208396911621094
