graph,nodes,edges,min_cut,edges_to_remove,solutions_tested,basic_operations,time_elapsed
Graph_100_3713_0,100,3713,62,"{(26, 79), (16, 26), (26, 85), (26, 30), (26, 76), (26, 91), (26, 39), (26, 97), (26, 36), (20, 26), (26, 42), (26, 45), (22, 26), (26, 51), (26, 54), (26, 57), (26, 63), (9, 26), (26, 60), (26, 66), (11, 26), (26, 75), (26, 72), (26, 78), (13, 26), (24, 26), (26, 84), (15, 26), (26, 90), (26, 29), (6, 26), (4, 26), (26, 56), (17, 26), (26, 59), (8, 26), (19, 26), (26, 68), (26, 71), (26, 83), (26, 89), (26, 28), (26, 86), (26, 92), (26, 37), (26, 95), (26, 40), (26, 46), (26, 98), (23, 26), (26, 43), (26, 49), (3, 26), (14, 26), (26, 52), (26, 58), (26, 55), (5, 26), (26, 64), (26, 70), (26, 67), (25, 26)}",200,143117,0.1919858455657959
Graph_100_3713_1,100,3713,64,"{(9, 51), (42, 51), (51, 56), (35, 51), (0, 51), (11, 51), (33, 51), (51, 65), (26, 51), (2, 51), (13, 51), (48, 51), (51, 62), (6, 51), (39, 51), (51, 68), (51, 71), (51, 74), (51, 77), (51, 80), (51, 83), (51, 92), (51, 95), (4, 51), (37, 51), (50, 51), (19, 51), (41, 51), (17, 51), (10, 51), (32, 51), (8, 51), (43, 51), (51, 52), (1, 51), (51, 58), (51, 70), (51, 73), (51, 82), (45, 51), (21, 51), (51, 85), (14, 51), (36, 51), (12, 51), (51, 88), (51, 94), (5, 51), (51, 54), (51, 60), (51, 63), (25, 51), (51, 72), (29, 51), (16, 51), (38, 51), (49, 51), (51, 75), (31, 51), (7, 51), (51, 78), (51, 81), (51, 87), (51, 90)}",300,163319,0.19744491577148438
Graph_100_4950_0,100,4950,99,"{(49, 87), (41, 49), (1, 49), (49, 53), (49, 62), (49, 71), (3, 49), (14, 49), (49, 80), (49, 89), (16, 49), (49, 55), (20, 49), (31, 49), (49, 64), (49, 73), (49, 82), (33, 49), (9, 49), (44, 49), (48, 49), (49, 57), (49, 66), (49, 75), (10, 49), (49, 96), (49, 50), (49, 59), (12, 49), (23, 49), (49, 68), (27, 49), (49, 98), (49, 52), (29, 49), (40, 49), (49, 61), (49, 70), (42, 49), (49, 91), (2, 49), (46, 49), (49, 54), (6, 49), (49, 63), (8, 49), (19, 49), (30, 49), (49, 84), (49, 93), (49, 56), (21, 49), (36, 49), (47, 49), (49, 77), (49, 86), (49, 95), (38, 49), (25, 49), (49, 79), (49, 88), (11, 49), (49, 97), (15, 49), (26, 49), (49, 72), (28, 49), (4, 49), (17, 49), (49, 81), (49, 90), (32, 49), (43, 49), (49, 99), (34, 49), (45, 49), (49, 65), (49, 74), (5, 49), (49, 83), (49, 92), (7, 49), (18, 49), (49, 58), (22, 49), (49, 67), (49, 76), (49, 85), (49, 94), (13, 49), (0, 49), (24, 49), (35, 49), (39, 49), (49, 51), (49, 60), (49, 69), (37, 49), (49, 78)}",200,154250,0.2431659698486328
Graph_100_4950_1,100,4950,99,"{(49, 87), (41, 49), (1, 49), (49, 53), (49, 62), (49, 71), (3, 49), (14, 49), (49, 80), (49, 89), (16, 49), (49, 55), (20, 49), (31, 49), (49, 64), (49, 73), (49, 82), (33, 49), (9, 49), (44, 49), (48, 49), (49, 57), (49, 66), (49, 75), (10, 49), (49, 96), (49, 50), (49, 59), (12, 49), (23, 49), (49, 68), (27, 49), (49, 98), (49, 52), (29, 49), (40, 49), (49, 61), (49, 70), (42, 49), (49, 91), (2, 49), (46, 49), (49, 54), (6, 49), (49, 63), (8, 49), (19, 49), (30, 49), (49, 84), (49, 93), (49, 56), (21, 49), (36, 49), (47, 49), (49, 77), (49, 86), (49, 95), (38, 49), (25, 49), (49, 79), (49, 88), (11, 49), (49, 97), (15, 49), (26, 49), (49, 72), (28, 49), (4, 49), (17, 49), (49, 81), (49, 90), (32, 49), (43, 49), (49, 99), (34, 49), (45, 49), (49, 65), (49, 74), (5, 49), (49, 83), (49, 92), (7, 49), (18, 49), (49, 58), (22, 49), (49, 67), (49, 76), (49, 85), (49, 94), (13, 49), (0, 49), (24, 49), (35, 49), (39, 49), (49, 51), (49, 60), (49, 69), (37, 49), (49, 78)}",200,154250,0.248060941696167
Graph_125_969_0,125,969,8,"{(79, 114), (51, 79), (71, 79), (79, 83), (79, 118), (44, 79), (79, 92), (62, 79)}",375,161097,0.0655214786529541
Graph_125_969_1,125,969,8,"{(59, 71), (44, 71), (17, 71), (7, 71), (18, 71), (55, 71), (71, 111), (71, 88)}",500,173223,0.07329034805297852
Graph_125_1938_0,125,1938,21,"{(6, 85), (6, 30), (6, 106), (6, 45), (6, 124), (6, 75), (6, 17), (6, 23), (6, 84), (6, 26), (6, 32), (3, 6), (6, 44), (6, 111), (6, 114), (6, 53), (6, 83), (6, 22), (6, 104), (6, 107), (6, 55)}",250,157692,0.11129641532897949
Graph_125_1938_1,125,1938,21,"{(4, 49), (4, 113), (4, 58), (4, 64), (4, 67), (4, 6), (4, 21), (4, 97), (4, 48), (4, 115), (4, 20), (4, 23), (4, 96), (4, 102), (4, 56), (4, 7), (4, 71), (4, 13), (4, 77), (4, 31), (4, 104)}",250,157692,0.10156917572021484
Graph_125_3876_0,125,3876,51,"{(27, 50), (50, 116), (50, 61), (50, 119), (50, 67), (3, 50), (50, 73), (16, 50), (49, 50), (7, 50), (50, 85), (22, 50), (50, 100), (50, 51), (50, 112), (42, 50), (50, 57), (50, 63), (50, 118), (0, 50), (33, 50), (44, 50), (50, 66), (50, 124), (15, 50), (50, 78), (6, 50), (50, 87), (50, 93), (50, 99), (50, 105), (17, 50), (28, 50), (45, 50), (50, 56), (50, 114), (19, 50), (30, 50), (41, 50), (8, 50), (50, 53), (50, 62), (32, 50), (50, 68), (50, 74), (50, 80), (50, 86), (50, 92), (34, 50), (14, 50), (47, 50)}",250,175134,0.1919264793395996
Graph_125_3876_1,125,3876,48,"{(33, 97), (33, 36), (13, 33), (33, 42), (33, 39), (33, 103), (33, 54), (33, 51), (33, 121), (33, 60), (33, 124), (33, 72), (17, 33), (19, 33), (33, 90), (33, 35), (33, 99), (33, 44), (33, 96), (33, 108), (33, 50), (33, 56), (33, 114), (33, 53), (21, 33), (33, 59), (33, 120), (12, 33), (33, 71), (3, 33), (27, 33), (33, 77), (33, 83), (33, 89), (33, 95), (33, 98), (33, 104), (33, 43), (33, 46), (33, 52), (29, 33), (33, 113), (33, 61), (31, 33), (33, 82), (9, 33), (33, 88), (33, 94)}",250,175134,0.21379375457763672
Graph_125_5813_0,125,5813,81,"{(50, 116), (61, 116), (105, 116), (10, 116), (76, 116), (63, 116), (12, 116), (23, 116), (67, 116), (78, 116), (89, 116), (27, 116), (93, 116), (116, 118), (25, 116), (40, 116), (95, 116), (106, 116), (55, 116), (110, 116), (116, 120), (42, 116), (57, 116), (112, 116), (6, 116), (72, 116), (4, 116), (70, 116), (74, 116), (87, 116), (36, 116), (47, 116), (91, 116), (102, 116), (116, 124), (51, 116), (38, 116), (49, 116), (104, 116), (64, 116), (116, 117), (0, 116), (66, 116), (15, 116), (81, 116), (17, 116), (28, 116), (83, 116), (32, 116), (34, 116), (56, 116), (111, 116), (60, 116), (7, 116), (18, 116), (73, 116), (77, 116), (24, 116), (35, 116), (79, 116), (90, 116), (101, 116), (37, 116), (92, 116), (52, 116), (116, 119), (96, 116), (1, 116), (54, 116), (3, 116), (58, 116), (80, 116), (116, 121), (16, 116), (86, 116), (97, 116), (116, 123), (44, 116), (99, 116), (48, 116), (103, 116)}",250,192567,0.3122978210449219
Graph_125_5813_1,125,5813,80,"{(13, 106), (24, 106), (79, 106), (90, 106), (101, 106), (39, 106), (92, 106), (106, 123), (106, 107), (106, 116), (14, 106), (58, 106), (69, 106), (16, 106), (71, 106), (82, 106), (20, 106), (31, 106), (106, 118), (103, 106), (106, 111), (106, 120), (61, 106), (105, 106), (65, 106), (76, 106), (63, 106), (106, 113), (12, 106), (67, 106), (78, 106), (106, 122), (27, 106), (93, 106), (40, 106), (84, 106), (95, 106), (55, 106), (42, 106), (2, 106), (46, 106), (68, 106), (72, 106), (106, 108), (59, 106), (8, 106), (30, 106), (74, 106), (85, 106), (106, 110), (21, 106), (106, 119), (36, 106), (47, 106), (91, 106), (102, 106), (106, 112), (64, 106), (0, 106), (66, 106), (15, 106), (26, 106), (81, 106), (28, 106), (17, 106), (83, 106), (94, 106), (32, 106), (43, 106), (98, 106), (34, 106), (45, 106), (100, 106), (56, 106), (5, 106), (60, 106), (7, 106), (18, 106), (22, 106), (106, 121)}",250,192567,0.3061223030090332
